address,balance_planck,balance_xcdot
0x1cd27e4f9597426add384bdf5ef37a481d6bf09a,4636310,0.000463631
0x1cdb97a79960ec456d5dd90364a41371cf9dcf60,5843294022,0.5843294022
0x1cdc248174ec9e9c505fabdbb0e037b5acab5c13,653939200,0.06539392
0x1cdff72289728df607af126d505791c403427acf,494941410002,49.4941410002
0x1ce607a81a4dbb66f8a03a56bbdc25eea95847fb,181943632,0.0181943632
0x1ce839d7540f677f6fb6c2f19d616dce65659f4d,10095104366,1.0095104366
0x1ceabfa2a901e87e5d9dbfbf7549b2d934301f7c,1004611508,0.1004611508
0x1cee32876cf66e90c0aab0789cd4de6d7993cd34,51637839,0.0051637839
0x1cf0868fe708a61fb9b63b77132ff32c5d5a2623,43167561263,4.3167561263
0x1cf4e0490d9b5e5f7acc4035a690a8af12e3b12f,1,0.0000000001
0x1cf98210f34cb989be9694de2091ca35dba9d928,5411,0.0000005411
0x1d096397a09f620b350bdffc11d518fde6fd7e62,268077996581,26.8077996581
0x1d0a6d3b663c413e294d7f876b74a35e44d0e3a7,90971816,0.0090971816
0x1d0b10032bd425bea8f2cde0d52a280243c66965,790088277571,79.0088277571
0x1d0cded12abf148ecf35ac114cda38aee8f82cd9,6,0.0000000006
0x1d0db40cbe668eba361887c14bbf561814fa4859,40412143,0.0040412143
0x1d1afbaa8277cd7f9e00a3bd518a15e31ad9a932,10971816,0.0010971816
0x1d1cb9402eb5e1978df138625eb30840cec3c024,2922125674,0.2922125674
0x1d2ca2994b13152869fe9a24a3aa56bdbea2f9db,2,0.0000000002
0x1d3286a3348fa99852d147c57a79045b41c4f713,51804368,0.0051804368
0x1d32ce02c2b79ade3ed88439d504957e64198f64,98911022,0.0098911022
0x1d3467387891ad75f2d20fb9edf6a92e59242ad1,19986114679,1.9986114679
0x1d4284e8e59f3ed378dec60f5a5ff5d039862979,5079410616,0.5079410616
0x1d45c1a54243227a3ceebaaf473663d4218cf9b1,90971816,0.0090971816
0x1d4ba7129d5578ca543433b19c75cdd196cd614b,31992991,0.0031992991
0x1d4f07ec51856d481f3b7c796e3daf9dee99d72d,8,0.0000000008
0x1d573a2f5b535b26b6df0a6ebe847008ffc20b51,1023407713,0.1023407713
0x1d58328205429d39ce21a13dcd3feb73180c9b20,99843,0.0000099843
0x1d5ebaad8ed7e82d1d1867b93290a99b790ddcab,1,0.0000000001
0x1d69d3bc0c214528b47348f525611ec913d58fb4,8523800,0.00085238
0x1d6c408a59211254b18099136f387723595e9144,4,0.0000000004
0x1d790deedf70e9fd27811b054b9d142a437e3ed6,11436891,0.0011436891
0x1d7d60585e0b937d7c8796e16bf6b3a235d2ef48,2000000000,0.2
0x1d7f6bed249b5d0d33d99c5b4a5108f68823a926,970459008,0.0970459008
0x1d81f24c7b3e471a229ee9b427d55de1b80b6e95,5,0.0000000005
0x1d8308ba3086c4b3108c7de9bbb93a53d7372b9c,3228,0.0000003228
0x1d833e85e779e33851b335ac5b02f6d50ce289d7,8111762381,0.8111762381
0x1d88530de702496b320900a18f142f0360466887,200000000,0.02
0x1d8e4ea876b434ccec2947e403876ace1cb1f997,3199,0.0000003199
0x1d920b910b6c807f45292b2a31d58015ae7bb0a9,3,0.0000000003
0x1d945e9ea2da9cb9a36b3e53e78b5e22bea1e3d9,2,0.0000000002
0x1d963a61767a3e84fe10451749b491bfa0f58bed,7560,0.000000756
0x1d9e72fb3b5409342be4cbe8e9a1ac3e4817c22e,11816,0.0000011816
0x1da2dae29738b6ff3e95cae373dd8c07e02b392b,1,0.0000000001
0x1da900b6a23c40d12448c9c893363aeeec9ccd93,381209778,0.0381209778
0x1dbceb9f4338af15b390b422c5612eaed6f082c2,78973544974,7.8973544974
0x1dbdc121f80e80b33e52852e7508bd4fd99bd355,8,0.0000000008
0x1dc69a3c3382872d0419d3a1cd428d1abc195142,93768489,0.0093768489
0x1dc7f3dacbd9ac839255875bc625ddbfa48ddcb4,85066524274,8.5066524274
0x1dcb3d76df92262fa6d42c255505b5e78785cbfb,1970057,0.0001970057
0x1dcbf79ce6daffc6e8a8bc2898c4d72ef362f7b1,5969240836361,596.9240836361
0x1dcf6b3a0779c4e8f71845de113e62ee2a8daa99,4,0.0000000004
0x1dd218f47dc2ab099533b26bfe9e14a93d933e66,98133178,0.0098133178
0x1dd9294474cb56e3b294f6ade3edb2546b53600b,144766849353,14.4766849353
0x1ddca7e0aa89d25956a6492ed1b0948d2e775a3b,1963,0.0000001963
0x1de58d46d05a379e020b1cbed0db98a2f55831b2,1947089948,0.1947089948
0x1de757d5d0e5c4c17c58fc6f4d0e9a6ed82f27ff,47634922,0.0047634922
0x1deb9b5c11feccce75c879b52f58714287380ec3,39963247980,3.996324798
0x1df28f857b4f32353f57623ae66967ed115eaf1b,70908114,0.0070908114
0x1df6db610036713fe15aaa1eadf9dfcbb9f2d7b8,500000000,0.05
0x1dfac1bbfe4f98ce308e42782867f946047e1739,9,0.0000000009
0x1dfdbc6a0d876bd898bbcccdefd7615e12824c26,19674167512,1.9674167512
0x1dffae2d7375ec101cef07af2079212a95b2dadb,990971816,0.0990971816
0x1e023cd831c2cfb28dcf06530b997b886fef593b,769919361,0.0769919361
0x1e09203e7ea98da0a3926577e522e72a76a2dfb3,15212,0.0000015212
0x1e09abfaa453a663df3eba885f9e14c99bcd5156,94185231,0.0094185231
0x1e10e58f3e409b5c8862e7e55aee78e71dd6902a,5,0.0000000005
0x1e1d3801955fd9be6526fc3e8adb03553c58e4ff,10101312968,1.0101312968
0x1e1f1758c8d6687c9ad13bed8a9f058c5341a359,2,0.0000000002
0x1e22998800d4bd48db98200bab1aedfeb67ef606,1557736263,0.1557736263
0x1e2913676f28c269645da0e22dc03467afd774ed,992516275,0.0992516275
0x1e2c03b1f8eff7ed611a34f32b1d577dc3a3c1bb,451687223,0.0451687223
0x1e2d9552bb586fdc478e5afd1dc0879fdd7f006c,20502,0.0000020502
0x1e372d919fa97242aa89eb0c6aad4778ed45e57f,140634482,0.0140634482
0x1e37ec51d9c2dc45b8d6128b5a7c9e88e754d3e2,94480414,0.0094480414
0x1e3b7e658b398fd0231216ab54b18d3ce06287b6,24862799806,2.4862799806
0x1e3f5741803afb42e7d6ff1d1ee43341de3001dd,130616399,0.0130616399
0x1e46632e1dd9151c4ae87ba02b2ee477eae88d57,37920634922,3.7920634922
0x1e46ec419eecc652b20e91434722625642c8b767,38734403,0.0038734403
0x1e49250f203fe3926ab1b8895deb0bf1460f99d0,254,0.0000000254
0x1e4cfc9d97d49cab02a9cd42d87c873bb304eb05,990971816,0.0990971816
0x1e4de9330604bb53ea73b260b3c754cf912f3720,120000000,0.012
0x1e5258ae19fe3eac4c48a168ff73850b0fe3e480,599115,0.0000599115
0x1e59dbf92fffd25663322262d19734b596582875,94707593,0.0094707593
0x1e5e4b0e49ab05541a7f2b1f9fa7645beac96814,3350440966,0.3350440966
0x1e69fdc52771ff8d8bde8afb68fd6321781bf534,2851027001,0.2851027001
0x1e6d98a8c2e119961972ea83dae41151dd2783a0,857136085,0.0857136085
0x1e75582e31bafa6e948ac1de5adaddac08297825,3849040936,0.3849040936
0x1e8023522acc672f4d0f01e815415af2f300fd6c,4,0.0000000004
0x1e8301de7f5fff7190e6c507a1cb9bbcedd8f8e2,599562,0.0000599562
0x1e86a593e55215957c4755f1be19a229af3286f6,1,0.0000000001
0x1e86d65d5a6ec6502d4ca2937864034f5c302445,5,0.0000000005
0x1e89470a44e29eded4d118fb01ee3a66d958d4a4,9912835479,0.9912835479
0x1e8ea77b6ed646536f783432c243487ba0b9b0e3,4,0.0000000004
0x1e8eedc66f834e927ae1cd0d8049257b16328393,181943632,0.0181943632
0x1e925b7238276696794970cc798bebddc515a8cb,2,0.0000000002
0x1e9e9a722ebfec84b155d68c9ebe2411b68b1000,789448409383,78.9448409383
0x1eacdf531cfd1e8e2c4c59a61bf18b1c3740a5d0,3071816,0.0003071816
0x1eb2f285456097e6a7ca907a9e7defd71f96855c,1679748877180,167.974887718
0x1eb8f930f61fe9f72f7cc6b2ce069e3dea43589a,2040346,0.0002040346
0x1ebbbc5b47c7a494f99fa9e770cb2ff2146810cd,3887248442,0.3887248442
0x1ebf3d43e8c1295ee7505e9a8c8df66d30c418f8,96099462,0.0096099462
0x1ec1ea892aba8867bcb2e12db1411eb5f74b6162,9,0.0000000009
0x1ec7f42fcb8d5c78eac95d4ded83391f20bf6e3c,1881943632,0.1881943632
0x1ec950a58307add69266d45cf2f34c838ae7899e,6,0.0000000006
0x1eead1b7ffb200594d0e193204e3eba5ac26793e,4096710,0.000409671
0x1eed2987b3b26b5f036e4abf375b51a60daa6773,1137658,0.0001137658
0x1ef268cde3a8950f77004a71f7c7e2647f9d6989,5131225478,0.5131225478
0x1efa9eeab1a1679fad4d668ea127ee018ef9c7f8,754320668,0.0754320668
0x1efb3038de631cfce0c0a231952c6b90d5d9cfe5,8828425017,0.8828425017
0x1efd1b4a8d56a6e0a52b6375e2dfd635f7db9949,599445,0.0000599445
0x1efe65d6283fd7baa639a0f0fc342556cb1bad0c,10232309735,1.0232309735
0x1f08496a5b655627eb598bdba7c2bf0d3eb50a39,3253016,0.0003253016
0x1f11746171543c1d90a018e0be7fd251cf0c27b0,25248420,0.002524842
0x1f137f133df19d65669165a0963fe72485c7fd0a,23159459,0.0023159459
0x1f13c83fc56243f847895793f4ef1634e3e046f5,9973544974,0.9973544974
0x1f14c2f40400471fb4a3aef1390f6bbbf2ad8f99,890948148,0.0890948148
0x1f1a62dbc3a31f8767e27fe53df466187369bb02,293,0.0000000293
0x1f1b5537b7a464e9b42e3874ee74bac8f25b2607,85803586,0.0085803586
0x1f1fe608250201ff2feae6c9aaca8cf57eda9799,945699325,0.0945699325
0x1f23a89353351a92f19bd147b0e0a23c0900b5c4,2,0.0000000002
0x1f27af0bad8a2c7c38e68f548716e4ac003a2f17,977305754,0.0977305754
0x1f2b318c4633ff3038e812b1fe331f62198bb23d,56835,0.0000056835
0x1f31e674fda30f2eb7bbea3a6f91d872c20d3dc3,9986114679,0.9986114679
0x1f3bd426d37864c0c97ff40aeadf5b11e7189f9f,64622072581,6.4622072581
0x1f3cc59bff668d8de95afda249f558c2c9696a04,3,0.0000000003
0x1f4b743f40c5f37cac6772877bd1cbb29d98dbc9,1067398562,0.1067398562
0x1f4e928c1a3a1530cecdea68a70826b387717f0b,102122513848,10.2122513848
0x1f527d9f5e5d015d197a683d7db91979be05ded4,5,0.0000000005
0x1f52fc222a32d304da28729341fff6775b3d6da3,6252037,0.0006252037
0x1f542e04fbabf907e8e8bd88054df98f548efc49,599563,0.0000599563
0x1f572681bcbfde94cc2797bd317218b67f1cfe93,1,0.0000000001
0x1f5bbebf8c023a6889e26ce70ad6cc1c19e2af75,162021262,0.0162021262
0x1f5ecbb61648b0f2143092981162e0affe1d56ab,383025429563,38.3025429563
0x1f6257965764ef701caaad866faf0e7f6cc5f010,97732,0.0000097732
0x1f70cd15b7b43fc60e1f542961bc8e75ceeeee60,2089509495,0.2089509495
0x1f7116da94e6eb42ed90d2c6274af2e9f3350ba9,95740515,0.0095740515
0x1f761806c5ecd80a9279bf3b60d82cfd7d0a8700,73400936,0.0073400936
0x1f77a19c0ea4484e9dbd0713ea4c0ec95ed642db,14,0.0000000014
0x1f868e9c67246625cda7b8ccc685a1326a988838,296721,0.0000296721
0x1f8a579a3e16cfe04197b6fdbd3be2af82631645,1,0.0000000001
0x1f8ef179fc9ea626d25a8731279b64517837bde8,6866026981,0.6866026981
0x1f916fee9a9fbb404c7782ec157f9e83ef3ee537,18050160488,1.8050160488
0x1f98673aedf96be92c6cb7f330b65e2e3cf90f39,2376053656601,237.6053656601
0x1f9b46626b67ae43a8ea52be6af8dbb5c3455afe,100757492442,10.0757492442
0x1f9b6a4b051a38e99c7aafe81b0e46065529c024,7,0.0000000007
0x1f9ce64c803df1cb665d5d9f754f0188c84bf278,1,0.0000000001
0x1fa4d89f1d044dca763610f30e51aada92c6c38c,100610692757,10.0610692757
0x1fa81fab6a3bda62fd8ba93bc36f8444d6415573,25851000286,2.5851000286
0x1fac783d6ac2cef3cc42024ae54ad48fa6fe6a83,88730000000,8.873
0x1fae82a7ec0f6bef536e98d7057ea94f455a646a,14133,0.0000014133
0x1fb2a454c82b62c51d17913b4f71320dd4472f8a,832945065,0.0832945065
0x1fb2d01fbf2c27f279528b6fa343d9cb71c0425a,1963247980,0.196324798
0x1fb5701339bbc8b5dc801659c381228369e17a68,1941121946383,194.1121946383
0x1fbb44b5aa20cbad3e7eb0fbfafa400f990fe2c1,79139670599,7.9139670599
0x1fbccf3f84e52ff6a5550e82f95c89f8a548e59e,9990971816,0.9990971816
0x1fc1e6430c94d04c9dfb9b6359d8b811329d6e67,2,0.0000000002
0x1fc2131f2c60bd43f2567d15528eaf3cc9d97bd0,5,0.0000000005
0x1fc310f45b5b22a8e95a8f0e1fcff9d3c825edc6,6,0.0000000006
0x1fc376d056bb0cf2d22e00bf5859415b45c136d3,95740426,0.0095740426
0x1fc808051ec0123f9dd280606bbb8e44777f084e,3,0.0000000003
0x1fcec817bfcc78b4aefde34770ba9fbcef1a8d4c,204271224,0.0204271224
0x1fcf77cbe57464414399465496f92e15cab2b216,5,0.0000000005
0x1fd95b8feb71e6e6dc12f4783a2a71e04b7a825b,990971816,0.0990971816
0x1fe040aa12f2e17ef862e057f2e54e6f3fc6cd44,8,0.0000000008
0x1fe112f6bd77ee796a2f6b20f0b060af1f44d395,748996,0.0000748996
0x1fe3cb7c17ea3306e8831c7c5276ec3d47b44ec6,433619214,0.0433619214
0x1fe565eb1918b31b8c95eae05145c6c0b5c76756,6519476650,0.651947665
0x1ff03f5f8643898649732e68cb098eb441cf09a3,3,0.0000000003
0x1ff105b77eee09c4f558d74aba141575bf6278c8,16359477721,1.6359477721
0x1ff16729f5b8c248fe634c9a725adb321bf377dc,96281095,0.0096281095
0x200015056245005de59f5abfed6d0c96d682d3d1,7931637515,0.7931637515
0x200168e714aff05980b4de415f35ac1f2f384b6e,2314037518512,231.4037518512
0x2012e7d3dd25ca77bf5e5e3a9b516345e65e1769,867044362,0.0867044362
0x2018c72cac145da657371837fb6d48426ba2e269,1000000000,0.1
0x201930f7b5a5fa20496fe90411f7babef35e94dc,9,0.0000000009
0x201b12b10bfd7205dd38895089b3dfa570cb56be,3,0.0000000003
0x202833d452810946440c32ed06576a6585ad805f,61637223301,6.1637223301
0x202c051f0fc5f3810e329232a2229a2346a1fd83,3688259,0.0003688259
0x202d81b04632ca4f1e0399da0470446f91ffecd9,731946863,0.0731946863
0x202df670eaf301dc44827ce2f3a8254f6c2de665,9050,0.000000905
0x203143f5a416061a1254532d2edc336489c14b53,202633,0.0000202633
0x203d9b5cb52f2820afdf3c97df3efc26fa8e0a52,2468,0.0000002468
0x2041c8f099be43a972d6fe852475f3d944f910c2,94713719,0.0094713719
0x204f1ba7e01522aad1dec693d3a521932d422bb0,599568,0.0000599568
0x20512e0eac75d2ddfeeb6f6be167fcacd4c8af1a,1000000000,0.1
0x205e748980aab1aa5364d7f44b7cb7c2b4471776,2,0.0000000002
0x206739f22f107d63426dfc1bd3870b083fcc1367,8625313000,0.8625313
0x206775e91db886d7ef787fc20988647f5313e5a7,99093952,0.0099093952
0x206dabd20154e5f9e702d92e18f48510963482e0,111062837,0.0111062837
0x207bf9da487492df57cf338b0199ddad4ae91e8d,40536062,0.0040536062
0x207e108f90a5acca9c57ac10ab853d3efdc8ff1d,290323,0.0000290323
0x207fc7795211cac1444bfd84374fba6821ba6213,63587736,0.0063587736
0x2080a7b3837218d0f04813bb187e617e0018eeed,35941,0.0000035941
0x20841e79f5f958d6ea06dafdd88bd0f36a095b37,599446,0.0000599446
0x208645bf1f4c17150be881bcd7167891789dccc9,125070877,0.0125070877
0x208bdcf8926f2d559fe996395298a03e8bfcad05,878919,0.0000878919
0x208cdd50ca5f678d620376713b84f4bad085d6eb,9929880161,0.9929880161
0x20945b01c94b70517f9d489c512f95634142c893,30120327457,3.0120327457
0x20985a25cffe4950ffd15c5fb5f76f07da2c2796,3,0.0000000003
0x209ab392ab1d37df3ef827915e57340fdb1fa78b,9999827547,0.9999827547
0x209e40e800aba277baa171afe782214e1b7e8a0a,85803940,0.008580394
0x20a1e36cb8e1e15aa1f75477e2e8816c0b393ae0,9912434938,0.9912434938
0x20a270817ea8c3ffa9a5230d98d8aed92a5e70d2,974523454,0.0974523454
0x20a944f314de1caa8187015d66155dc3413cc135,918374,0.0000918374
0x20a995362cf2beee10158817b0bd870998af53b6,2,0.0000000002
0x20aa1ea4a0810410f47e42b0414277ba430c03b8,658869470,0.065886947
0x20ad6cd1d99f07aee981be44a71b8d298e224e8f,146259603,0.0146259603
0x20b17d9cff4fc2db9f72022c6dcd9d6de7bab874,8,0.0000000008
0x20b3fb70cfeb01ac7ea11a412572848139a2b748,11562558034,1.1562558034
0x20b94cae392df35a939f118011f410ea6e8f16ff,1219971816,0.1219971816
0x20bf6b0aae80906f4ae802f973d8dccd02a81c83,5,0.0000000005
0x20c34894ef4ecbb1d0e1caa52095ca98971739c1,9986114679,0.9986114679
0x20cd72306730ec72ed834ecf4765c87b10a28a1c,72344618867,7.2344618867
0x20d691616b279d1122d2e99908e9440710e7df6f,96309875,0.0096309875
0x20dd2045f950f17d785c35158890437a4af74fc3,599447,0.0000599447
0x20de7720b27779aeb96dfc8cafcc2764b2cb1f30,281715988183,28.1715988183
0x20e0e7f77a730a6dd12c08d594bda7affff2b2d5,2053974348,0.2053974348
0x20e6acd7b99e1ea3231f617d52802d6f751084c7,7,0.0000000007
0x20e8e9e409fc63b15863921ef458da911f33c143,94709503,0.0094709503
0x20f3e25259b57ce73056f02baf756c78ec6062e0,9,0.0000000009
0x20fea930a0ad2490f3565f773e0ecee634e8a5d1,11816,0.0000011816
0x210777eb7dbd2bd3a699d0535f6d393bca7e6208,71170735,0.0071170735
0x2107dc09fd3c7127749c1a47c84e4a33d6e72f1a,9,0.0000000009
0x2108a7d308e8e9c4de44a091e34186ba37962ab4,14821028249,1.4821028249
0x2109e76ae8bdd5f4c02fd281b735a2f5b2884163,42068814,0.0042068814
0x210cc1a1523c5adb2a0e6e10e63a26b6c88ab807,99358900,0.00993589
0x210d1c4c1e94c52edd53039190a3ea43c35e9506,9986114679,0.9986114679
0x2110c63887862e40b44660b916074b590d43a022,6,0.0000000006
0x2112b3118df3121efebe8125eedd618ec7681d6e,8811062837,0.8811062837
0x2114471f619916a52e39dc08081cb9e650e80b22,2783469978,0.2783469978
0x2115180d4b3416679baf296def4f300faab2b5dd,5,0.0000000005
0x21190aa40f6e4864c274c282f03797a3c0f5b49d,62837,0.0000062837
0x21209549eeb767014a0c7ecc5c186d71b48cd46f,3871570,0.000387157
0x212e2862e8457401709cbbd44c198571901bae3c,79809572,0.0079809572
0x213ac2921ce9374803a08dfe64ed6192854ecccc,5075853692,0.5075853692
0x213ef572afa5cc1d8d60f3af33f2bcf839bb9e9d,8507246,0.0008507246
0x215818bdf9df102a0fdc332e21dcb9b134f7fc8e,261310820,0.026131082
0x2161bbc5304d113731197fd0e4d694998c326bba,6,0.0000000006
0x21649b31ed85ccd9fbd0b8df24ad1b0325a4b2ec,381075919,0.0381075919
0x2168577af945529fc223e3a2f6d55cc68d8f294a,1070584865,0.1070584865
0x217437312639a09e86f977ef943a49b5eba1bd80,5000000000,0.5
0x21744735189b52a962aec7ff553ed37cdbe109d2,50000000,0.005
0x21800ca993e3f7dabc8a2f1e970cfc67e8b55f76,429983701188,42.9983701188
0x21801b974215ea74fb2707816818e748fe81aab1,34491639,0.0034491639
0x21885b5f0e7cfdd0d31c75e9502cb336badbb042,43565,0.0000043565
0x21897fe0ff43214038454cd33aab1facbd59f8a9,1,0.0000000001
0x21a94d09c5d48fb361c55a125ec454ea887cf878,92627741,0.0092627741
0x21ab85e3c5c38a947cb229d285b155406ecb8511,14816,0.0000014816
0x21b01519ce0f7050aca5d4758b5d53df01ea41ac,146633894158,14.6633894158
0x21b17502edbd0847460e89e30262bb6a69c1c8d0,8940841061,0.8940841061
0x21b804b236b8755dc16658ada956a13f22a77c18,5,0.0000000005
0x21c090337497bb81cbdf9cb7ac893fbab4aef271,5,0.0000000005
0x21c503cb82ae4f770d2db66ba589b2086187c2ab,2,0.0000000002
0x21c914d4b1b1f80b4de43113acf5e78a00e37837,181943632,0.0181943632
0x21c970afa9b76107c46e2a8cba7e2b6ad335bcc6,4538357893,0.4538357893
0x21cf7a70e93725048aff0e12eee82baa47263d4a,92639275,0.0092639275
0x21d6bcd066dce64d329de833fc15e5b930891a41,895215000,0.0895215
0x21d74d8bf25673951c338e3b1d7bfbd6a09114b0,662918143,0.0662918143
0x21e3fc973b311ac47cfa68059d9f0d948764175b,5,0.0000000005
0x21ec705ac0632312effe4c4d1f737b4718675e59,7,0.0000000007
0x21f06d4b14d7e951d954a50e42370294a64e7ff1,3769,0.0000003769
0x21f0cf16ba307aa5b61c99998c8fd29b030bc889,2000000000,0.2
0x21f201ceca464377b536ecaea26559f5a84f3d37,6715,0.0000006715
0x21f98a7787962560e93bec4d6d94f2c2ab9e891e,2,0.0000000002
0x21fee689c84471bf3b205c9fba428efb2cb6f29e,4902235948,0.4902235948
0x220093e2c333b0c9173692136aaf6f7d67b41958,5,0.0000000005
0x2201d16f5985c3121981d350b416404fd93777d9,44974,0.0000044974
0x2206c2bb68b7ee9521e19115c00394f086c9ddab,634794407,0.0634794407
0x220812330ae9349d5d83dc4e515279f100479023,93377728,0.0093377728
0x220a1fdc1030c30b661713a1a2c2c51c73585991,2459408392,0.2459408392
0x221b9c03886e2131a3af57268a3bcde85b98b6d2,599568,0.0000599568
0x22216c68b75038ef88d18a979dfc881b5121acde,141966893,0.0141966893
0x2232e98829f985c95c6930342b607496cad7a560,2834845548240,283.484554824
0x2236e44c159f577909a1b189fcaf711d10c6a562,258033738809,25.8033738809
0x223b70afff06c2b8b3184278bda8b4f3a06d07cd,93070478,0.0093070478
0x223f2f0ceef9adc501f4235498527cf728ae8929,7622125674,0.7622125674
0x2245d630fa423e3a8d72898f5bba5eabaef9f70b,964834361,0.0964834361
0x2246fcec7e216b92ca11f4d4649b18d38efe06ad,4286114679,0.4286114679
0x225509847509f66c9bd49cda9714f481a3a6200e,1051355325770,105.135532577
0x2258036befc7c1995ab298fd321933357bb070fe,522171,0.0000522171
0x2259508d611b99dbb27d36f0806007ea1699ca02,1144881341,0.1144881341
0x22678ba54086cce40f5600207c9d88ed5f9128b9,1567536,0.0001567536
0x226924749df696840b09b7e588a70c13815c37e1,97184330,0.009718433
0x226cbfe28e8aebb6d77aab1ca3ce0390f1ff5903,22873597,0.0022873597
0x226d44cb91824941e9267f2549f2a25b815432b9,10031399903,1.0031399903
0x22714951e0a50a91e3b805d9088f663c4fb17333,95740953,0.0095740953
0x2271939e120bd097cd865b4ca11bb28a6fad1337,8456123,0.0008456123
0x2276bcc6944d3bc1fbe231e469a078b05e397fe7,93026148,0.0093026148
0x2277e909ec2cd98b5a45f135eff82d4f52df572a,181943632,0.0181943632
0x227913b8c77dcbf23f0b751c3f67dd1b95204200,9,0.0000000009
0x2283fa3b154878fe934933813515709fa0728c73,8300000,0.00083
0x2285051a2e792da5f21e924ca9b04542f23f3d1b,1318206561,0.1318206561
0x228ab473a29c713477c073d550c0949d00c2d665,9,0.0000000009
0x228b35a27c09de03af33995e47aac010a60914bd,1623231,0.0001623231
0x228f4e1c3ed9bd48a8b5bf221dc1b34995f9f58e,95740458,0.0095740458
0x22963f931baa98d5ce2a43ab7681a638a693f560,5982191027,0.5982191027
0x229761047bc1b947dd4e1d7454ef20c73f5ab597,100000002,0.0100000002
0x22a0cb564a207d05b2f331eba1b12beb4430389e,16727581668,1.6727581668
0x22a6b2aff68bd13e284ffe70005138999daa51a2,181943632,0.0181943632
0x22a7e44839a5a475aacf1ce5612bf3162550e966,9751821,0.0009751821
0x22a935b162192e15c4f88222b529e246a1d51a12,95450599,0.0095450599
0x22afd2bf6baf87637503801182358231c40781f8,49110865257,4.9110865257
0x22b2ccb53963da600c83191db1ce3f61f92dcf45,80815247,0.0080815247
0x22b5629ce137d9b714fd22fbaf19ccbf5f04e58e,1782,0.0000001782
0x22c475308dcc97f76dd8ff9c275d0a155b347ad7,886000808,0.0886000808
0x22cafea1d9600d33334d429336a4bd8464c7c212,68379868264,6.8379868264
0x22d4c773bf44a3442b477d294ef88107e925f637,52992004,0.0052992004
0x22d751e4611af76b121dfc7e1471943d9d06b433,5991767958,0.5991767958
0x22dd9ff97ed3a63f4aa5225384ac452a1df83257,62461917,0.0062461917
0x22de4ff124f211bae9c1d43e48aeb929b71350db,4,0.0000000004
0x22e2ab8f6dfd3b9579cfac44ba623136432c3a35,139863209712,13.9863209712
0x22e4dab44374c25b2f954b4a6d50a0735df28390,567,0.0000000567
0x22e55e423124cafdd7d17123a8f732dafbef52de,529255181,0.0529255181
0x22e798f9440f563b92aae24e94c75dfa499e3d3e,3,0.0000000003
0x22f051a8d3a4e048877d965f683fdac7db09d92f,40971816,0.0040971816
0x22f5413c075ccd56d575a54763831c4c27a37bdb,2169853735,0.2169853735
0x22f6167a22c1765e2e9d124b61d6d723053a7ff1,879172540,0.087917254
0x2300f68064bfaafa381cd36f2695cdfeaac09231,90971816,0.0090971816
0x23119d000696981e0969b44c41bd969bb66d77eb,370714,0.0000370714
0x231203c09fcca8084932e1c74762882f458153b3,599114,0.0000599114
0x231d69d81903f2816a94b722a149a4222851b35d,57479,0.0000057479
0x2321def24b5feeb4f6d6c0e9fa55341b44920454,37084441558,3.7084441558
0x232d725ae705f5a775d8a8f8b5756a0c5f65d98c,599518,0.0000599518
0x232d7e277f19ac2d207a189905f856b9f8692f09,19279970,0.001927997
0x233fd0a33ae9565d0256287514bf6da2fa80056b,3,0.0000000003
0x235e077503e9d45ca13fbcc5a79617993bf7ad65,266000000,0.0266
0x236ffb30d18bd0070b767dc10778dd847190d847,2,0.0000000002
0x23769522516ea3868d49a6ab52e46ff2e81cc660,3090971816,0.3090971816
0x2379dafae6fd06e81ebde71c5b58a4602b58f5c5,93322798,0.0093322798
0x2383f2bd95ca5093a604330e9ada352c8c3b2703,5753326,0.0005753326
0x2386a91e98294bff9479236554b85555a40f7f64,80021262,0.0080021262
0x23946129b4664e18ac650e57b054769d8e87e0fd,4,0.0000000004
0x239d466d3e39dad9c668d32cf2ac2370e019fe94,9,0.0000000009
0x23a2c982f43b95bc0f59f0be8cb0945550d1edb3,8177223301,0.8177223301
0x23a881e335a116e8edf04ad2c254ed10ce489abf,11450619014,1.1450619014
0x23aea6c1883a6cb89ad4defa29ae44fb84ed32b1,487548,0.0000487548
0x23b33b7d66b31aacec3539d5ae36927afa7e7b5d,93219231,0.0093219231
0x23b4bee64918854108943e4ea0566551275bee2c,599518,0.0000599518
0x23b6abf3ae5738799e6d20738e955bc873025490,3,0.0000000003
0x23b80c893c3fa427878cd6253aca855cefe9504d,2300868593,0.2300868593
0x23bbe057382744744c5bbb9f523cc4b4c74a77e5,3000971816,0.3000971816
0x23bca3f361c89a4da94784dc26b70dd04b5558e0,110702971640,11.070297164
0x23bdc3f14b233546e5962ce9514bfad8d31b4c79,48500000,0.00485
0x23c14e77e980e8d90851c72678ec5f4255af7874,181943632,0.0181943632
0x23c65ed938a6a06113d621c27cc9fb570bf10f36,1019234675,0.1019234675
0x23c80039f83bc09ae1c2557a597d4344de4a2ff6,409347802677,40.9347802677
0x23d40e3eaaaafdd180997b224bc22401a3516573,181943632,0.0181943632
0x23da4a271300942c0fc82f464e95cc1d4cab3a6a,9986114679,0.9986114679
0x23db372f5c14ee3bdc38534e73e3c612688744bf,1108957479708,110.8957479708
0x23e148069c66a603b665ae7cff6070a429a56e13,7,0.0000000007
